iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,grad_norm,clipfrac,explained_variance,value_mean,value_std,return_mean,return_std,epochs_used,lr,n_episodes,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
57,58368,-6.39836,300.0,0.0,0.01,1.416116,-0.003406,0.026974,0.00426,0.39188,0.067139,0.968607,-2.080059,9.961309,-2.080036,9.862358,4.0,0.00029508,3,596,0.22561,0.2311,0.9,0.66667,0.0,,,-0.01,0.00931,-0.00165,-0.01533,2e-05,0.0
58,59392,-4.58373,300.0,0.0,0.01,1.604885,-0.00462,0.036785,0.006456,0.400785,0.094177,0.965904,-3.731538,11.294724,-3.780553,11.297718,4.0,0.000295,5,529,0.21099,0.21829,0.92,0.6,0.5,,,-0.01,0.00925,-0.00094,-0.02353,0.00076,0.0
59,60416,nan,nan,0.0,0.01,1.501614,-0.005689,0.050342,0.00918,0.42951,0.18634,0.908044,-1.999849,8.893147,-1.893483,8.440653,4.0,0.00029491,0,573,0.24337,0.25619,0.92,0.0,0.0,,,-0.01,0.01075,-0.00228,-0.01526,-0.00071,0.0
60,61440,-5.26393,300.0,0.0,0.01,1.282324,-0.005465,0.03237,0.004586,0.407408,0.05835,0.939925,-1.786488,8.465985,-1.532193,8.187536,4.0,0.00029482,6,576,0.18975,0.20794,0.94,0.83333,0.0,,,-0.01,0.01251,-0.00153,-0.01754,0.00159,0.0
61,62464,19.48977,253.0,0.33333,0.02,1.272167,-0.002818,0.421293,0.005498,0.74755,0.089294,0.385799,-1.482816,7.219016,0.138702,9.159624,4.0,0.00029473,3,586,0.18879,0.20727,0.93,0.66667,0.0,,,-0.01,0.00991,-0.00192,-0.01663,0.00206,0.082
62,63488,-3.77841,280.6,0.0,0.02,1.100577,-0.006374,0.034755,0.007649,0.48648,0.117737,0.813715,1.56664,5.537076,1.757751,4.917371,4.0,0.00029465,5,540,0.17667,0.1927,0.93,0.8,0.0,,,-0.01,0.01202,-0.00151,-0.01177,0.00162,-0.00546
63,64512,-3.34573,300.0,0.0,0.02,1.079303,-0.00362,0.020706,0.002244,0.364005,0.020447,0.727876,2.188236,4.244087,2.367064,3.531272,4.0,0.00029456,3,576,0.16217,0.17992,0.93,1.0,0.0,,,-0.01,0.01205,-0.00143,-0.0147,-0.00478,0.0
64,65536,-3.63558,277.0,0.0,0.02,0.791162,-0.004101,0.014495,0.00393,0.33699,0.053711,0.694479,3.252473,3.177181,3.467725,2.655166,4.0,0.00029447,3,569,0.14323,0.16178,0.92,1.0,1.0,,,-0.01,0.01203,-0.00152,-0.01101,0.00257,-0.00345
65,66560,-2.25071,300.0,0.0,0.02,0.931163,-0.004082,0.007479,0.002311,0.326003,0.021362,0.825358,3.617169,2.667221,3.597405,2.435765,4.0,0.00029438,4,583,0.1526,0.16403,0.92,1.0,1.0,,,-0.01,0.00905,-0.00122,-0.01797,0.00171,0.0
66,67584,-4.05173,279.25,0.0,0.02,1.056478,-0.005294,0.01129,0.004833,0.334073,0.071472,0.795637,3.034913,2.710366,2.897042,2.678679,4.0,0.00029429,4,532,0.18116,0.18678,0.92,0.75,1.0,,,-0.01,0.01036,-0.00133,-0.0165,0.00167,-0.00264
67,68608,-5.48775,300.0,0.0,0.02,1.035235,-0.004315,0.004437,0.002417,0.323984,0.029602,0.914468,2.908525,2.474965,2.77069,2.557734,4.0,0.00029421,2,605,0.18679,0.20028,0.92,0.5,0.0,,,-0.01,0.00856,-0.00165,-0.01828,-0.00021,0.0
68,69632,-3.16144,279.2,0.0,0.02,0.949273,-0.003536,0.009245,0.002371,0.313697,0.034607,0.805263,2.832402,2.470211,2.783321,2.39082,4.0,0.00029412,5,590,0.16566,0.18315,0.91,0.8,1.0,,,-0.01,0.01183,-0.00119,-0.01438,-0.00282,-0.00286
