iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
111,113664,-7.51239,450.0,0.0,0.44,1.982407,-0.001205,2.023103,0.001341,1442,0.20587,0.0,0.64103,,,-0.01,0.00983,-0.00963,-0.02574,-0.00056,0.0
112,114688,26.47017,297.5,0.75,0.44,1.926644,-0.000157,47.754499,0.000628,1525,0.19408,0.0,0.58621,,,-0.01,0.01165,-0.01188,-0.0162,-0.0033,0.23746
113,115712,8.14026,228.33333,0.33333,0.44,1.962411,0.005578,23.029744,0.004973,1301,0.17769,0.5,0.55,,,-0.01,0.01255,-0.00526,-0.0138,-0.00253,0.1122
114,116736,15.15148,318.0,0.5,0.44,2.039691,0.059251,12.849927,0.003238,1380,0.19895,0.5,0.89474,,,-0.01,0.011,-0.01401,-0.02047,0.00307,0.06944
115,117760,13.31254,299.0,1.0,0.45,1.885814,-0.034264,8.319521,0.005017,1667,0.23466,1.0,0.78571,,,-0.01,0.00849,-0.02676,-0.03504,-0.00055,0.03965
116,118784,9.08094,413.4,0.8,0.49,1.883158,0.000622,33.812869,0.00252,1545,0.21657,0.4,0.63014,,,-0.01,0.01111,-0.02033,-0.02903,-0.00136,0.18975
117,119808,-10.09416,450.0,0.0,0.48,1.905516,0.000577,2.191144,0.003571,1688,0.21008,0.0,0.9,,,-0.01,0.0101,-0.01768,-0.02688,0.00216,0.0
118,120832,12.75004,369.33333,0.66667,0.49,1.937957,0.043242,17.81538,0.00044,1522,0.21264,0.33333,0.74545,,,-0.01,0.01036,-0.01006,-0.0299,5e-05,0.12229
119,121856,19.04012,255.71429,0.71429,0.5,1.921803,0.001841,43.812369,0.001862,1213,0.17025,0.85714,0.60563,,,-0.01,0.01136,-0.00694,-0.01905,-0.00624,0.25138
120,122880,3.22148,166.66667,0.33333,0.48,1.968048,-0.00042,7.374508,0.000577,1282,0.18505,0.66667,0.42857,,,-0.01,0.00994,-0.01399,-0.02645,-0.00148,0.02902
121,123904,30.27646,293.0,1.0,0.48,1.952399,-0.01743,20.540967,0.000363,1331,0.19128,0.5,0.65,,,-0.01,0.00834,-0.0091,-0.02893,-0.00206,0.12308
122,124928,11.49962,319.33333,0.66667,0.51,1.933844,0.001484,33.938949,0.001687,1454,0.19504,0.83333,0.60494,,,-0.01,0.00907,-0.01462,-0.03025,0.00054,0.20496
123,125952,-11.15906,285.5,0.0,0.51,1.988085,-0.043539,1.797424,0.001812,1229,0.16775,0.5,0.86111,,,-0.01,0.0113,-0.00982,-0.01751,-0.00147,-0.00043
