iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
149,152576,10.92436,51.78571,0.60714,0.56,0.872202,0.000206,37.55757,0.001323,3616,-0.01,0.00799,0.00603,-0.00519,0.02564,0.42157
150,153600,10.98587,36.35714,0.60714,0.55,0.790709,-0.050565,41.037832,0.003895,3586,-0.01,0.01193,0.00623,-0.0043,0.01544,0.43233
151,154624,13.9678,34.11765,0.67647,0.64,0.799208,-0.027798,43.216755,0.003301,3319,-0.01,0.00694,0.00582,-0.00413,0.03326,0.59742
152,155648,14.39591,29.04545,0.72727,0.67,0.983871,0.137484,33.496103,0.000989,3867,-0.01,0.0096,0.00485,-0.00518,0.01763,0.45059
153,156672,9.79008,47.09091,0.54545,0.64,0.89333,0.006443,31.517009,0.001407,3872,-0.01,0.00951,0.00607,-0.00525,0.01662,0.31766
154,157696,16.32516,39.35135,0.7027,0.66,0.768949,0.002716,51.595145,0.003339,3217,-0.01,0.00925,0.00655,-0.00313,0.03878,0.71067
155,158720,11.65453,28.48387,0.64516,0.66,0.710004,-0.067793,46.656518,0.002887,3281,-0.01,0.00936,0.0085,-0.00397,0.01869,0.46263
156,159744,15.97107,27.13889,0.61111,0.66,0.802288,0.001319,42.942766,0.001741,3221,-0.01,0.00802,0.00772,-0.0047,0.02962,0.6872
157,160768,12.12927,35.4375,0.65625,0.63,0.809299,0.020093,40.321458,0.002459,3348,-0.01,0.01091,0.00841,-0.00356,0.02259,0.49427
158,161792,14.55081,25.42105,0.57895,0.61,0.704273,-0.050736,40.249032,0.000603,3213,-0.01,0.00821,0.00575,-0.00452,0.03431,0.66323
159,162816,15.60831,36.90909,0.68182,0.62,1.001354,0.036582,35.286607,0.00145,3584,-0.01,0.00668,0.00462,-0.00604,0.02262,0.4576
160,163840,15.38802,36.77419,0.64516,0.63,0.72476,-0.057484,47.112838,0.000361,3480,-0.01,0.00778,0.00898,-0.00352,0.03048,0.63304
161,164864,16.65692,33.2973,0.7027,0.68,0.699368,0.018,47.286762,0.00329,3193,-0.01,0.007,0.00992,-0.00304,0.0401,0.71622
162,165888,14.5733,30.17857,0.71429,0.68,0.759637,-8.9e-05,38.856957,0.001833,3424,-0.01,0.00685,0.0064,-0.00404,0.0255,0.5264
163,166912,16.42417,32.18519,0.7037,0.72,0.912648,0.011797,38.591226,0.005792,3272,-0.01,0.00639,0.00436,-0.00395,0.03191,0.51743
164,167936,13.02888,36.32258,0.58065,0.67,0.89274,-0.014911,40.975224,0.001667,3187,-0.01,0.00746,0.00651,-0.00474,0.02268,0.47156
165,168960,13.30477,34.36667,0.53333,0.62,0.918617,-0.000902,39.973776,0.000503,3305,-0.01,0.00636,0.00522,-0.00484,0.02313,0.48654
166,169984,14.77936,31.21053,0.60526,0.57,0.771285,-0.001012,46.112764,0.000295,3176,-0.01,0.00723,0.00888,-0.00325,0.02151,0.68702
167,171008,11.39754,27.43333,0.63333,0.58,0.911904,0.041712,34.556635,0.001122,3349,-0.01,0.00928,0.00526,-0.00455,0.02076,0.4226
168,172032,13.18187,39.31818,0.68182,0.63,0.986212,-0.027454,29.261766,0.001628,3389,-0.01,0.00471,0.00519,-0.00625,0.02521,0.3548
169,173056,12.0918,40.55172,0.55172,0.62,0.802837,0.05583,39.428981,0.002081,3486,-0.01,0.00638,0.00616,-0.00439,0.01962,0.45871
170,174080,10.59165,52.9,0.6,0.62,1.195507,0.143918,24.620313,0.001888,3567,-0.01,0.0051,0.00271,-0.00511,0.01302,0.28437
171,175104,11.04964,44.17857,0.53571,0.58,0.94119,-0.072839,36.230679,0.001191,3380,-0.01,0.00668,0.00437,-0.00497,0.01867,0.37369
172,176128,15.94011,33.43478,0.65217,0.58,0.957623,-0.000959,35.580478,0.001098,3605,-0.01,0.00613,0.00364,-0.0033,0.02507,0.46923
173,177152,13.07374,40.05882,0.70588,0.62,1.225048,-0.000238,22.96374,0.000605,3952,-0.01,0.00625,0.00186,-0.00665,0.01701,0.29371
