iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
92,94208,61.61984,89.66667,1.0,0.97,0.985037,-0.000244,33.006777,0.000614,1836,0.06754,0.11111,0.67097,-0.01,0.01021,-0.00627,-0.02098,0.00081,0.62647
93,95232,63.17487,95.64286,0.92857,0.96,0.931392,-0.015893,14.52163,0.000414,1801,0.04745,0.07143,0.80851,-0.01,0.00831,-0.00284,-0.02041,-0.00121,1.00081
94,96256,65.42809,81.9,1.0,0.96,1.004205,-9.3e-05,39.221918,0.001151,1807,0.06368,0.1,0.59574,-0.01,0.00709,0.00035,-0.0201,-0.0457,0.70472
95,97280,62.36577,78.16667,1.0,0.96,0.889368,-0.000359,23.896347,0.000708,1813,0.0462,0.16667,0.68421,-0.01,0.00891,0.00413,-0.01925,-0.02596,0.80696
96,98304,71.38978,78.625,1.0,0.97,0.985352,0.000332,18.380298,0.000339,1839,0.05929,0.0,0.60714,-0.01,0.00698,0.00087,-0.01842,0.00038,0.56943
97,99328,63.86111,130.0,0.92308,0.96,0.935521,-0.068515,21.779661,0.001565,1797,0.04534,0.0,0.625,-0.01,0.00831,-0.00044,-0.02139,-0.02149,0.85233
98,100352,66.37537,81.38462,1.0,0.97,1.020181,0.002037,21.592369,0.002571,1820,0.06202,0.07692,0.7235,-0.01,0.00987,-0.00521,-0.0185,-0.00064,0.91989
99,101376,50.83051,91.5,0.8,0.96,1.00393,0.001166,60.057294,0.001059,2017,0.04648,0.2,0.66456,-0.01,0.00893,0.00135,-0.01985,-0.05699,0.61699
100,102400,67.10491,80.83333,1.0,0.96,0.982664,-0.001426,24.792374,0.000446,1942,0.0482,0.08333,0.58394,-0.01,0.00877,0.00215,-0.02025,-0.02072,0.82718
101,103424,69.7066,82.45455,1.0,0.96,1.014556,-0.001167,15.412371,0.001648,1924,0.05517,0.0,0.73762,-0.01,0.00747,-0.00158,-0.01829,-0.00035,0.77271
102,104448,65.42913,82.77778,1.0,0.96,1.004164,-0.01041,34.335659,0.000718,2005,0.0749,0.11111,0.58779,-0.01,0.00782,0.00359,-0.01731,-0.05368,0.67545
103,105472,61.85355,117.22222,0.88889,0.96,1.012298,-0.001214,14.156143,0.000469,2079,0.07254,0.0,0.45679,-0.01,0.00715,0.00463,-0.01879,-0.00022,0.62141
104,106496,58.46678,124.58333,0.91667,0.95,0.985889,0.000853,51.69799,0.000732,1958,0.059,0.16667,0.32335,-0.01,0.01016,0.01071,-0.01888,-0.04346,0.79336
105,107520,63.77506,74.92308,1.0,0.95,0.953192,0.000257,58.632513,0.000914,1976,0.0472,0.15385,0.54839,-0.01,0.01097,0.00367,-0.02107,-0.06703,0.93426
106,108544,53.82012,92.54545,0.81818,0.94,0.959745,-0.016982,13.9912,0.002244,1988,0.05732,0.18182,0.7265,-0.01,0.00972,-0.00257,-0.01972,-0.00101,0.69645
107,109568,71.92396,72.71429,1.0,0.94,0.977608,-0.000847,14.263698,0.000715,1898,0.05413,0.0,0.45669,-0.01,0.00874,0.01009,-0.02124,0.0,0.99968
108,110592,69.81968,71.77778,1.0,0.96,1.047383,-0.000213,31.89439,0.001187,1962,0.06035,0.0,0.44444,-0.01,0.00937,0.00915,-0.01953,-0.02264,0.62917
109,111616,70.63844,116.2,1.0,0.96,1.010583,0.007273,16.059019,0.001075,2060,0.0779,0.0,0.36471,-0.01,0.0076,-0.0056,-0.02135,-0.00126,0.77454
110,112640,56.99348,101.16667,0.91667,0.95,0.943354,-0.000391,59.546952,0.002693,2076,0.06564,0.16667,0.81941,-0.01,0.00781,-0.00349,-0.02104,-0.07978,0.86078
111,113664,53.82889,87.5,0.85714,0.93,0.930583,-0.068299,22.861893,0.000538,1980,0.04914,0.21429,0.63125,-0.01,0.01005,0.0033,-0.0217,-0.02292,0.88744
112,114688,64.53631,97.1,1.0,0.95,1.024372,-0.045078,33.518116,0.000789,1905,0.06621,0.1,0.66489,-0.01,0.00853,-0.00047,-0.01788,-0.01756,0.67293
113,115712,71.21558,87.5,1.0,0.95,0.952031,2.8e-05,23.248715,0.000825,1926,0.05492,0.0,0.40659,-0.01,0.00788,0.00569,-0.02006,0.00077,0.852
114,116736,66.18903,90.90909,1.0,0.95,1.068058,-0.000339,23.452018,0.000825,1969,0.05805,0.09091,0.51389,-0.01,0.0097,0.00574,-0.02135,-0.02214,0.76401
115,117760,72.01184,74.75,1.0,0.97,0.991774,-0.000821,31.389148,0.000887,2007,0.05331,0.0,0.47273,-0.01,0.00942,-0.00123,-0.01833,-0.02836,0.91371
116,118784,57.10584,90.0,1.0,0.97,1.09147,0.096083,78.974743,0.002371,1950,0.06255,0.18182,0.6413,-0.01,0.0092,0.00723,-0.02127,-0.04949,0.71311
117,119808,68.6923,103.7,1.0,0.97,1.13199,0.03401,17.356457,0.002745,2012,0.07477,0.0,0.44382,-0.01,0.00841,0.00594,-0.01985,-0.00036,0.74676
118,120832,63.3242,82.26667,1.0,0.98,1.002389,0.000269,20.169436,0.000374,1941,0.05303,0.06667,0.60577,-0.01,0.01033,0.0054,-0.01887,-0.00168,1.01074
119,121856,64.85585,81.90909,1.0,0.99,1.07391,-0.000518,23.520569,0.000659,1927,0.06082,0.09091,0.57792,-0.01,0.00942,0.00492,-0.02012,-0.01888,0.75105
120,122880,66.4894,76.0,1.0,1.0,1.131983,2.1e-05,44.512317,0.001078,2074,0.06836,0.125,0.36986,-0.01,0.00805,0.00409,-0.01844,-0.05674,0.60387
121,123904,61.20737,104.46667,0.93333,0.99,1.033626,0.040318,21.054451,0.000689,1923,0.06087,0.06667,0.57391,-0.01,0.00971,0.00298,-0.01894,-0.00083,0.98734
122,124928,71.19775,91.0,1.0,0.99,1.107945,0.000999,49.149827,0.001328,1952,0.07431,0.0,0.50495,-0.01,0.00829,-0.00287,-0.01911,-0.04421,0.66367
123,125952,55.7131,96.8,0.9,0.98,1.04674,0.006477,56.499398,0.002164,1963,0.07024,0.2,0.82041,-0.01,0.0097,-0.00245,-0.01886,-0.00139,0.6677
124,126976,64.75468,87.875,1.0,0.98,1.117683,0.050941,34.883687,0.001874,2025,0.07873,0.125,0.5,-0.01,0.00683,-0.00207,-0.01995,-0.03971,0.5803
125,128000,59.40522,116.54545,0.90909,0.97,1.043893,0.07327,19.51027,0.001941,1956,0.06555,0.09091,0.8078,-0.01,0.00693,0.00035,-0.01895,-0.00134,0.72234
126,129024,56.22972,145.0,0.88889,0.96,1.128906,0.068181,27.407029,0.000886,1968,0.06794,0.11111,0.36416,-0.01,0.0071,0.00378,-0.01963,-0.02148,0.54488
127,130048,61.7352,104.0,1.0,0.96,1.051179,-0.000949,19.759039,0.000785,2004,0.05964,0.14286,0.77027,-0.01,0.00733,-0.00027,-0.01751,-0.02148,0.47314
128,131072,70.4076,99.85714,1.0,0.96,1.074052,-0.000718,12.420016,0.001868,1987,0.06348,0.0,0.52564,-0.01,0.00845,0.0026,-0.01611,0.0,0.49342
129,132096,69.51767,120.55556,1.0,0.96,1.118371,-0.000893,13.777185,0.000647,1970,0.06599,0.0,0.55556,-0.01,0.00615,0.00541,-0.0173,0.0,0.62858
130,133120,61.42485,141.875,0.875,0.95,1.109426,-0.002066,8.506451,0.00243,1945,0.06208,0.0,0.53409,-0.01,0.01094,0.00696,-0.01745,0.0,0.49421
131,134144,67.34206,118.5,1.0,0.95,1.049183,-0.000394,15.119469,0.000869,1937,0.05114,0.0,0.29213,-0.01,0.01117,0.00773,-0.02021,-0.00127,0.81893
132,135168,71.58493,87.66667,1.0,0.96,1.072341,-0.000667,7.03653,0.002563,1940,0.04897,0.0,0.46377,-0.01,0.01119,0.00605,-0.01725,0.0,0.85021
133,136192,67.78656,86.2,1.0,0.96,1.033891,0.004077,32.933138,0.002371,1937,0.06071,0.1,0.58209,-0.01,0.00866,0.00156,-0.01875,-0.05138,0.71287
134,137216,62.50572,87.27273,0.90909,0.96,1.103711,-0.000689,20.650895,0.001236,1935,0.0682,0.09091,0.4661,-0.01,0.0099,0.00899,-0.02049,-0.02584,0.7386
135,138240,70.9338,97.1,1.0,0.97,1.050717,0.001572,13.413129,0.002639,2076,0.06503,0.0,0.25556,-0.01,0.0098,-0.00177,-0.0224,-0.00134,0.77564
136,139264,62.1326,109.27273,1.0,0.97,1.09019,-0.097169,13.84229,0.002103,1911,0.05871,0.09091,0.67681,-0.01,0.00901,0.00667,-0.02042,1e-05,0.72294
137,140288,55.18807,90.18182,0.90909,0.97,1.093191,-0.000448,46.603868,0.002186,1998,0.07251,0.18182,0.6213,-0.01,0.0099,0.00239,-0.01996,-0.04568,0.70021
138,141312,71.88898,78.11111,1.0,0.97,1.048942,-0.000829,12.43826,0.002411,1950,0.0558,0.0,0.27869,-0.01,0.0096,0.00531,-0.02144,0.0,0.64088
139,142336,48.05903,115.23077,0.84615,0.96,1.0237,-0.021993,71.151103,0.000656,1954,0.06405,0.23077,0.51643,-0.01,0.00784,0.00409,-0.01955,-0.10652,0.76061
140,143360,65.0086,75.0,1.0,0.96,1.035012,-0.002288,31.103079,0.002381,2039,0.06514,0.1,0.38806,-0.01,0.00766,-0.00188,-0.01998,-0.02876,0.73872
141,144384,63.6047,94.53846,0.92308,0.95,0.968035,-0.040943,9.916702,0.0021,1949,0.05298,0.07692,0.69163,-0.01,0.01045,0.00565,-0.01703,-0.00024,0.88086
142,145408,71.59226,81.76923,1.0,0.95,1.009853,0.031201,9.302318,0.002348,1913,0.05682,0.0,0.4661,-0.01,0.00943,0.00482,-0.01706,-0.00039,0.93147
143,146432,66.42222,75.69231,1.0,0.96,1.004254,-0.094928,29.868131,0.004447,1906,0.06015,0.07692,0.41509,-0.01,0.01091,0.00464,-0.01928,-0.02279,0.88262
144,147456,71.55292,77.18182,1.0,0.96,1.060745,-0.072907,34.066351,0.002373,1934,0.06349,0.0,0.54867,-0.01,0.00725,0.00493,-0.02074,-0.05007,0.82042
